0, 107

0, 105

0, 107

1, 120

1, 110

1, 109

2, 108

2, 110

2, 119

3, 110

3, 120

3, 120

4, 108

4, 107

4, 120

5, 89

5, 119

5, 109

6, 109

6, 107

6, 109

7, 109

7, 112

7, 108

8, 109

8, 108

8, 113

9, 108

9, 108

9, 108

10, 106

10, 105

10, 109

11, 110

11, 107

11, 107

12, 106

12, 107

12, 108

13, 107

13, 107

13, 106

14, 106

14, 106

14, 105

15, 105

15, 105

15, 106

16, 104

16, 106

16, 105

17, 99

17, 107

17, 107

18, 86

18, 106

18, 107

19, 81

19, 106

19, 105

20, 81

20, 106

20, 106

21, 88

21, 105

21, 107

22, 86

22, 105

22, 105

23, 87

23, 104

23, 106

24, 79

24, 105

24, 105

25, 88

25, 106

25, 105

26, 86

26, 104

26, 105

27, 64

27, 105

27, 107

28, 82

28, 106

28, 104

29, 85

29, 104

29, 105

30, 91

30, 105

30, 105

31, 88

31, 103

31, 106

32, 84

32, 104

32, 104

33, 91

33, 105

33, 105

34, 83

34, 104

34, 104

35, 88

35, 104

35, 104

36, 91

36, 105

36, 105

37, 65

37, 103

37, 106

38, 102

38, 105

38, 104

39, 87

39, 105

39, 104

40, 103

40, 105

40, 105

41, 105

41, 105

41, 104

42, 104

42, 105

42, 103

43, 104

43, 104

43, 103

44, 104

44, 106

44, 104

45, 104

45, 105

45, 104

46, 106

46, 106

46, 106

47, 106

47, 106

47, 105

48, 105

48, 105

48, 105

49, 106

49, 106

49, 106

50, 106

50, 106

50, 104

51, 105

51, 104

51, 105

52, 106

52, 104

52, 104

53, 106

53, 106

53, 106

54, 104

54, 107

54, 107

55, 103

55, 107

55, 106

56, 77

56, 106

56, 105

57, 77

57, 105

57, 111

58, 92

58, 107

58, 108

59, 73

59, 106

59, 106

60, 96

60, 107

60, 108

61, 70

61, 106

61, 105

62, 103

62, 105

62, 108

63, 107

63, 105

63, 105

64, 108

64, 112

64, 105

65, 113

65, 115

65, 107

66, 108

66, 109

66, 113

67, 108

67, 108

67, 113

68, 119

68, 113

68, 107

69, 114

69, 117

69, 107

70, 115

70, 114

70, 108

71, 107

71, 114

71, 116

72, 116

72, 114

72, 114

73, 116

73, 119

73, 114

74, 118

74, 118

74, 120

75, 117

75, 116

75, 116

76, 117

76, 134

76, 134

77, 96

77, 116

77, 134

78, 134

78, 134

78, 133

79, 134

79, 135

79, 134

80, 130

80, 135

80, 135

81, 134

81, 130

81, 134

82, 135

82, 135

82, 135

83, 135

83, 134

83, 135

84, 134

84, 134

84, 135

85, 135

85, 134

85, 134

86, 134

86, 134

86, 134

87, 81

87, 134

87, 106

88, 105

88, 134

88, 134

89, 134

89, 134

89, 134

90, 134

90, 134

90, 134

91, 99

91, 134

91, 134

92, 107

92, 134

92, 134

93, 134

93, 104

93, 107

94, 107

94, 135

94, 105

95, 105

95, 105

95, 135

96, 99

96, 108

96, 135

97, 134

97, 134

97, 135

98, 134

98, 135

98, 135

99, 134

99, 135

99, 136

100, 76

100, 135

100, 135

101, 135

101, 136

101, 135

102, 136

102, 135

102, 135

103, 120

103, 135

103, 135

104, 135

104, 135

104, 136

105, 136

105, 135

105, 136

106, 131

106, 136

106, 135

107, 137

107, 2166

107, 152

108, 138

108, 137

108, 137

109, 88

109, 136

109, 136

110, 138

110, 136

110, 137

111, 140

111, 136

111, 108

112, 136

112, 104

112, 100

113, 95

113, 136

113, 106

114, 75

114, 109

114, 104

115, 75

115, 107

115, 110

116, 75

116, 103

116, 103

117, 79

117, 532

117, 104

118, 105

118, 105

118, 532

119, 106

119, 112

119, 532

120, 87

120, 105

120, 109

121, 81

121, 106

121, 106

122, 99

122, 102

122, 531

123, 102

123, 170

123, 531

124, 153

124, 102

124, 77

125, 76

125, 76

125, 76

126, 77

126, 78

126, 530

127, 141

127, 529

127, 136

128, 104

128, 105

128, 529

129, 161

129, 108

129, 529

130, 157

130, 108

130, 158

131, 103

131, 101

131, 104

132, 150

132, 77

132, 76

133, 109

133, 151

133, 152

134, 74

134, 152

134, 150

135, 152

135, 150

135, 530

136, 119

136, 149

136, 527

137, 287

137, 528

137, 528

138, 137

138, 135
